,Drug_Name,Uses,Image URL,Manufacturer,Rating,Route_of_Administration
3201,Trazalon 50 Tablet,Depression,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/z8a0lzwgqqrh0ckfceoe.jpg",Sun Pharmaceutical Industries Ltd,3.76,Tablet
3202,Revlamer 800 Tablet,High phosphate levels blood,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ixug48jlclutczbkcek9.jpg",Sun Pharmaceutical Industries Ltd,3.76,Tablet
3203,Veloz IT Capsule PR,Gastroesophageal reflux (Acid reflux) Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d36dedb4cb244fdb877de5e102d78a4c.jpg",Torrent Pharmaceuticals Ltd,3.76,PR
3204,Moxiblu-D Eye Drop,Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/unkrgzhxod1jwirxaqqb.jpg",Lupin Ltd,3.76,Drop
3205,Glimet DS Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ka3ib4wvl2zrfsbbry1w.jpg",Franco-Indian Pharmaceuticals Pvt Ltd,3.76,Tablet
3206,Efficort Cream,Eczema Severe allergic reactionsTreatment Allergic conditionsTreatment CancerTreatment Skin disordersTreatment Eye disorders,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/lypggyzusmyefudxm27g.jpg",Galderma India Pvt Ltd,3.76,Cream
3207,Tazloc-Beta 25 Tablet PR,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/metvxaz5u0gdsxxt2nnw.jpg",USV Ltd,3.76,PR
3208,Zyven-OD 50 Tablet ER,Depression,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/47a27dca79824f08977cfbb318c6792d.jpg",Zydus Cadila,3.76,ER
3209,Eveglow Cream,Melasma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dttz9vxtb7avg9d7osgn.jpg",Torrent Pharmaceuticals Ltd,3.76,Cream
3210,Alcoliv Tablet,Alcoholic fatty liver,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ehfhcxnfqjnhdzje0l8u.jpg",Sun Pharmaceutical Industries Ltd,3.76,Tablet
3211,Milflox 0.5% Eye Drop,Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zk5nlhh9gwv02torixsi.jpg",Sun Pharmaceutical Industries Ltd,3.76,Drop
3212,Trivon Tablet,Depression,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/58474960f8f34e578007b9dc6d132ddc.jpg",Intas Pharmaceuticals Ltd,3.76,Tablet
3213,Atorva Tablet,High cholesterolPrevention Heart attack,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f5888caa9086409c9a1bde789bbb9761.jpg",Zydus Cadila,3.76,Tablet
3214,Exermet GM 501 Tablet PR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/d62e336f1b614d2eb195dfc96d003940.jpg",Cipla Ltd,3.76,PR
3215,Gaspaz Capsule,Gastroesophageal reflux (Acid reflux) Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/srhlye1t2ssb1jnegmaz.jpg",Biological E Ltd,3.76,Capsule
3216,Rabium Plus Capsule PR,Gastroesophageal reflux (Acid reflux) Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/13ee67cf670543a89ecebd3bf087b2fb.jpg",Intas Pharmaceuticals Ltd,3.76,PR
3217,Losacar-A  Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/m5wkbg1klul8ykpdpjzk.jpg",Zydus Cadila,3.76,Tablet
3218,Yasmin Tablet,Contraception,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/je5e4lsgtyfip3ptwrrn.jpg",Bayer Zydus Pharma Pvt Ltd,3.76,Tablet
3219,Oxetol Suspension,Epilepsy/Seizures,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ehxcb8iakyyz6vlbnckm.jpg",Sun Pharmaceutical Industries Ltd,3.76,Suspension
3220,Olmighty 40H Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xmlbbbawvecdofkq1b9j.jpg",Merck Ltd,3.76,Tablet
3221,Glycolate 2 Tablet,General Anaesthesia Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/w5eywumxos1mephrfz6t.jpg",Intas Pharmaceuticals Ltd,3.76,Tablet
3222,Optibex Tear Eye Drop,Dry eyes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/uvgn0vr4h1oigeizqgu9.jpg",Alkem Laboratories Ltd,3.76,Drop
3223,Zipac 20mg Soft Gelatin Capsule,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/0f665561df2b4491ad0e1d556b04f9f1.jpg",Maxamus Pharma Pvt Ltd,3.76,Capsule
3224,Sporidex 100mg Paediatric Drops,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/fvnr91bb1qqfwkamflnq.jpg",Sun Pharmaceutical Industries Ltd,3.76,Drops
3225,Telista 40 Tablet,Hypertension (high blood pressure) heart attack strokeTreatment Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/vdpt3pxfnaknrbpcochk.jpg",Lupin Ltd,3.76,Tablet
3226,Ticavic 90 Tablet,heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/551826f546464ee2a5c0a9d9c6d4a178.jpg",Alkem Laboratories Ltd,3.76,Tablet
3227,Stamlo D Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/4ce7eeb2af9a4cc29462b9e387b9a381.jpg",Dr Reddy's Laboratories Ltd,3.76,Tablet
3228,Actrapid 100 IU/ml Flexpen,Diabetes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/rc6lq1eff5vbjeswuf5y.png",Novo Nordisk India Pvt Ltd,3.76,Flexpen
3229,Willgo CR Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mzt7blcfmh4c8aaj4et2.jpg",Panacea Biotec Ltd,3.76,Tablet
3230,Nac Plus Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zx2xznglqqp4uhqjhtro.jpg",Systopic Laboratories Pvt Ltd,3.76,Tablet
3231,Minoz 50 Tablet,Bacterial infectionsTreatment Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/u4tm7jnp8c2iesl7ysl0.jpg",Sun Pharmaceutical Industries Ltd,3.76,Tablet
3232,Zerostiff Sachet Orange Pineapple,Osteoarthritis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/cf4jy6w2su3n8xnwa577.jpg",Akumentis Healthcare Ltd,3.76,Pineapple
3233,Rabemac LS Capsule SR,Gastroesophageal reflux (Acid reflux) Intestinal ulcersTreatment Irritable bowel syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/yxlfiw0mf4abulb1ky2e.jpg",Macleods Pharmaceuticals Pvt Ltd,3.76,SR
3234,Allegra Nasal Spray,Sneezing runny nose allergies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/vvy6twefjsj33i9s5ute.jpg",Sanofi India Ltd,3.76,Spray
3235,Glimiprex MF 1/500 Tablet PR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/53096091f809431e9816739f8360bb3e.jpg",Aristo Pharmaceuticals Pvt Ltd,3.74,PR
3236,Valtoval 500 Tablet,Herpes labialis Genital herpes infection Herpes zoster,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ccanrv1jcvyutm3oiaeb.jpg",Sun Pharmaceutical Industries Ltd,3.74,Tablet
3237,Epiduo 0.1%/2.5% Gel,Acne,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/x8oiubu7hddfvb01fxuc.jpg",Galderma India Pvt Ltd,3.74,Gel
3238,Telma-AM Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/vohsoiiqd102vbngzgok.png",Glenmark Pharmaceuticals Ltd,3.74,Tablet
3239,Olmesar  H Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/e5dce1d3960f4f6baa3c573faa247d05.jpg",Macleods Pharmaceuticals Pvt Ltd,3.74,Tablet
3240,Flublock-AZ Nasal Spray,Sneezing runny nose allergies,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/iqb6lxgkgzcnxnf46q2j.jpg",Glenmark Pharmaceuticals Ltd,3.74,Spray
3241,Ontears Eye Drop,Dry eyes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/yruoeiwesab1z0rwm1fz.png",Sentiss Pharma,3.74,Drop
3242,Lasix Injection,Hypertensive emergencyTreatment Edema,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/lsggfcw0bo6qp2ainkdl.jpg",Sanofi India Ltd,3.74,Injection
3243,Loette Tablet,Contraception,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/952a50f3bdfc422284a428f373473ea2.jpg",Pfizer Ltd,3.74,Tablet
3244,Bilypsa Tablet,Noncirrhotic Non-Alcoholic SteatohepatitisTreatment Non-alcoholic fatty liver diseaseTreatment Diabetic dyslipidemia (high cholesterol diabetes),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/poriofjctoxokvugfyhu.jpg",Zydus Cadila,3.74,Tablet
3245,Levroxa 500mg Tablet,Epilepsy/Seizures,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jypauj3dixbukahvrevf.jpg",Eris Lifesciences Ltd,3.74,Tablet
3246,Novorapid Penfill,Diabetes,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/685dde3cb2984cd6912060ece2d8f422.jpg",Novo Nordisk India Pvt Ltd,3.74,Penfill
3247,Janumet 50mg/1000mg Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/5de83662cc664ee381fc9b5dc8b02aa3.jpg",MSD Pharmaceuticals Pvt Ltd,3.74,Tablet
3248,Fusirose Lotion,Bacterial skin infections Bacterial eye infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/gqymyohsrpctvt0p9lws.jpg",Alaxia Healthcare,3.74,Lotion
3249,Budecort 200 Inhaler,Asthma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/zcwgy0m7fzspxi2kucqd.jpg",Cipla Ltd,3.74,Inhaler
3250,Sunapro Tablet,Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/80a41831a4d940f0a2b9905122c899ce.jpg",Intas Pharmaceuticals Ltd,3.74,Tablet
3251,Metolar AM  50 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/y8e4pqwhgwoaxgabpagj.jpg",Cipla Ltd,3.74,Tablet
3252,Lcfex Tablet,Sneezing runny nose allergiesTreatment Allergic conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/q5rogwbqtpu1baq3zgql.jpg",Rapross Pharmaceuticals Pvt Ltd,3.74,Tablet
3253,Olmark A 40 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/agcpcbvizhjp82hh88sv.jpg",Intas Pharmaceuticals Ltd,3.74,Tablet
3254,Prostagard-D8 Capsule,Benign prostatic hyperplasia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ugsoop4ydsfiexre5y8q.jpg",Aristo Pharmaceuticals Pvt Ltd,3.74,Capsule
3255,Primox 25mg Tablet,Depression Bed-wetting Neuropathic pain,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a0jjp74i3dmp1ucsn1yx.jpg",Sun Pharmaceutical Industries Ltd,3.74,Tablet
3256,Ecosprin-AV 150 Capsule,heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/orpknnl8orusn0cdrqzj.jpg",USV Ltd,3.74,Capsule
3257,LT-Mac Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/kghte1keusdnh7xr97qb.jpg",Macleods Pharmaceuticals Pvt Ltd,3.74,Cream
3258,Desval  ER 750 Tablet,Epilepsy/SeizuresTreatment Bipolar disorderPrevention Migraine,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/s6z4y5xytjcruxksakie.jpg",Eris Lifesciences Ltd,3.74,Tablet
3259,Bacstol 200 Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/dtd8a9erqu4ulqdbtyqs.jpg",Ipca Laboratories Ltd,3.74,Tablet
3260,L-Trix Cream,Fungal skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/t1j3wn6cskiq089tqn4t.jpg",Micro Labs Ltd,3.74,Cream
3261,Intacoxia 90 Tablet,Pain relief,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/czmk0glyg9tzzszynyvz.jpg",Intas Pharmaceuticals Ltd,3.74,Tablet
3262,Mesacol OD Tablet PR,Ulcerative colitis Crohn’s,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ovuftuf68jhn0sxtnhuz.jpg",Sun Pharmaceutical Industries Ltd,3.74,PR
3263,Stamlo-T Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/a75e31f15ce640e997576d11e728e079.jpg",Dr Reddy's Laboratories Ltd,3.74,Tablet
3264,Rablet IT Capsule PR,Gastroesophageal reflux (Acid reflux) Peptic ulcer,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/nxwjdwvlpyxmdm0s35rd.jpg",Lupin Ltd,3.74,PR
3265,Xgeva Solution for Injection,Osteoporosis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/uykeqmqsoaasq9v6cp7t.jpg",Dr Reddy's Laboratories Ltd,3.74,Injection
3266,Amlovas-AT 25 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/g5pkhvgeugccl754nnav.jpg",Macleods Pharmaceuticals Pvt Ltd,3.74,Tablet
3267,Amlopres 2.5 Tablet,Hypertension (high blood pressure) Angina (heart-related chest pain),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/tuefknerzl0uu7pnljan.jpg",Cipla Ltd,3.74,Tablet
3268,Sibofix 400 Tablet,Hepatic encephalopathyTreatment Infectious diarrhea,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/pl6trgjapwx1ebrtdk6p.jpg",Dr Reddy's Laboratories Ltd,3.74,Tablet
3269,Refzil O 500mg Tablet,Bacterial infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/qehkee0pwapg1nrhpfxb.jpg",Sun Pharmaceutical Industries Ltd,3.74,Tablet
3270,Tronin 0.05% Cream,Acne Acute promyelocytic leukaemia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/e9iojs0uk09oxmqojera.jpg",Talent India ,3.74,Cream
3271,Zurig 80 Tablet,Gout,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/s0seqezdocp9clpbmgyr.jpg",Zydus Cadila,3.74,Tablet
3272,Olmat 40 Tablet,Hypertension (high blood pressure) Heart failure heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ovqqamwcqo11kljkwbub.jpg",Micro Labs Ltd,3.74,Tablet
3273,Solitair Tablet,Sneezing runny nose allergiesTreatment Hay feverTreatment Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/try6fidnum2pwb6y8ruw.jpg",Blue Cross Laboratories Ltd,3.74,Tablet
3274,Telsar H Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/mn9cwjokabl0jbarwrsh.jpg",Torrent Pharmaceuticals Ltd,3.72,Tablet
3275,Tacmod Forte Ointment,Atopic dermatitis,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/wesugeeaeqmuex81c1jz.png",La Pristine Bioceuticals Pvt Ltd,3.72,Ointment
3276,Eslo 2.5 Tablet,Hypertension (high blood pressure) Angina (heart-related chest pain) Heart attackPrevention Stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/axihcksvu2ujwjg0jwcb.jpg",Zuventus Healthcare Ltd,3.72,Tablet
3277,Silverkind Nanofine Gel,Infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ftjfkuatn2rvdcdbf939.jpg",Mankind Pharma Ltd,3.72,Gel
3278,Newtel-H 40 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xvc5jstdvztayregoych.jpg",Systopic Laboratories Pvt Ltd,3.72,Tablet
3279,Sulpitac 200 Tablet,Schizophrenia,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/kevmggigrx37nubyxjsd.jpg",Sun Pharmaceutical Industries Ltd,3.72,Tablet
3280,Prugo 10 Tablet,AnxietyTreatment Skin conditions with inflammation & itching,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/btorj5a4ar91q97rfbpc.jpg",Oaknet Healthcare Pvt Ltd,3.72,Tablet
3281,Sartel 40 Tablet,Hypertension (high blood pressure) heart attack strokeTreatment Heart failure,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/xabon5da8d6eom8wigq2.jpg",Intas Pharmaceuticals Ltd,3.72,Tablet
3282,Montegress LC 5mg/10mg Tablet,Sneezing runny nose allergiesTreatment Hay feverTreatment Allergic skin conditions,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ddea4537412f4d53b2acd829ef4c9548.jpg",La Renon Healthcare Pvt Ltd,3.72,Tablet
3283,Rosuvas 5 Tablet,High cholesterol heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ucufrwx1fhviwro6q8vs.jpg",Sun Pharmaceutical Industries Ltd,3.72,Tablet
3284,Ecosprin AV 150/20 Capsule,heart attack stroke,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/w3e1rofmkrmvc2m54sh4.jpg",USV Ltd,3.72,Capsule
3285,Lamitor DT 100 Tablet,Epilepsy/Seizures Bipolar disorder,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/jxqkwobp2l4wglm42ty9.jpg",Torrent Pharmaceuticals Ltd,3.72,Tablet
3286,Methimez 10 Tablet,Hyperthyroidism,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/2fa55b6f6d9841858e42d2ff0c95f3b1.jpg",Sun Pharmaceutical Industries Ltd,3.72,Tablet
3287,Merislon 6 Tablet,Meniere's,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/fnvlaobpbufpshsaf1zu.jpg",Eisai Pharmaceuticals India Pvt Ltd,3.72,Tablet
3288,Zoryl 1 Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/f847e117c3b94b3fb0d57e7605182a74.jpg",Intas Pharmaceuticals Ltd,3.72,Tablet
3289,OFM 50/100 Suspension,Bacterial & parasitic infectionsTreatment DiarrheaTreatment Dysentery,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/df8640ac916d4176a0d4a82f8f8b16ea.jpg",Lekar Pharma Ltd,3.72,Suspension
3290,Amlong MT 50 Tablet PR,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/tybpdd3znig9s2s6psrf.jpg",Micro Labs Ltd,3.72,PR
3291,Telsartan-AM Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/0ebff76fcb1e4405a18df4b24e3f8b89.jpg",Dr Reddy's Laboratories Ltd,3.72,Tablet
3292,Niogenta-F Cream,Skin infections,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/ya332geob87vdjyithtw.jpg",KLM Laboratories Pvt Ltd,3.72,Cream
3293,Melanorm-MS Cream,Melasma,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/wzbbjpvjrkjahvhik5ws.jpg",Unimarck Pharma India Ltd,3.72,Cream
3294,Telma-CT 40/6.25 Tablet,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/fb2chtjq8m1crleuxtf7.jpg",Glenmark Pharmaceuticals Ltd,3.72,Tablet
3295,Omez Insta Sachet Mint,HeartburnTreatment Gastroesophageal reflux (Acid reflux) Peptic ulcer diseaseTreatment Zollinger-Ellison syndrome,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/e555e34312ab4985af4065c74d4ebee5.jpg",Dr Reddy's Laboratories Ltd,3.72,Mint
3296,Metosartan 50 Tablet ER,Hypertension (high blood pressure),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/sjnbjkwyadjrwtc86sfy.jpg",Sun Pharmaceutical Industries Ltd,3.72,ER
3297,Budamate 200 Transhaler,Chronic obstructive pulmonary (COPD),"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/cropped/nohyt4rv0xy5y8e2xuur.jpg",Lupin Ltd,3.72,Transhaler
3298,Valera Tablet,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/ofbgywt59v9wmvlrj9u2.jpg",Alkem Laboratories Ltd,3.72,Tablet
3299,Gluconorm-G 1 Tablet PR,Type 2 diabetes mellitus,"https://onemg.gumlet.io/l_watermark_346,w_480,h_480/a_ignore,w_480,h_480,c_fit,q_auto,f_auto/wsle8eujjwusk7vlpka9.jpg",Lupin Ltd,3.72,PR
